KXLIGUE1GAME	Ligue 1 Game	Sports
KXATPEXACTMATCH	ATP Exact Match Score	Sports
KXMLBNLWEST	National League West Winner	Sports
KXNBLGAME	NBL Basketball Game	Sports
KXFACUPGAME	FA Cup Game	Sports
KXCS2IEMCOLOGNE	CS2: IEM Cologne	Sports
KXDAVISCUPMATCH	Davis Cup Match	Sports
KXROSTERT1	Roster T1	Sports
KXMLBALCPOTY	Pro Baseball American League Comeback Player of the Year	Sports
KXPGARYDERTOP3	Ryder Cup Top 3 Points Scorer	Sports
KXNCAAMBSEC	SEC Conference Tournament	Sports
KXNFLFANTASYMOST	Pro Football Most Fantasy Points	Sports
KXSTARTNOTREDAME	NOTREDAME WEEK 1 QB	Sports
KXLEADERNFLRTDS	NFL leader receiving TDs	Sports
KXCLUBWCGD	Club World Club Group D	Sports
KXPGARETURN	PGA Returning Players	Sports
KXUEL16RSOFCM	Europa League round of 16 - RSO FCM	Sports
KXNBADPOY	Pro Basketball Defensive Player of the Year	Sports
KXNCAAFACC	ACC Champion	Sports
KXRUGBYNRLMATCH	Rugby NRL Match	Sports
KXF1RACETOP5	F1 Race Top 5 Finishers	Sports
KXEFLCUPTOTAL	EFL Cup Total	Sports
KXNBADRAFTPICK	Pro Basketball Draft Pick	Sports
KXUEL	Europa Leauge champion	Sports
KXEPLANYGOAL	EPL Anytime Goalscorer	Sports
KXJOINDAVID	Jonathan David transfer	Sports
KXNCAAHOCKEYGAME	College Hockey Game	Sports
KXPGAPLAYOFF	Golf Playoff	Sports
KXBSLGAME	Turkey BSL Game	Sports
KXUKCOACH	Kentucky Next Coach	Sports
KXALEAGUETOTAL	Australia A League Total	Sports
KXNCAAMB1HSPREAD	Men's College Basketball 1H Spread	Sports
KXJOINMBAPPE	Kylian Mbappe next team	Sports
KXFACUPSPREAD	FA Cup Game	Sports
KXLEADERUCLGOALS	UCL Top Goalscorer	Sports
KXMLBWINS-CHC	Pro baseball wins Chicago C	Sports
KXNFLWINS-TEN	Pro football wins Tennessee	Sports
KXT20FIRST6	T20 First 6 Overs Winner	Sports
KXNBAFINALSEXACT	Pro Basketball Championship Series Score	Sports
KXMENWORLDCUP	Men's World Cup winner	Sports
KXNEXTTEAMMICAH	Micah Parsons next team	Sports
KXUSAF1	4th USA F1 race	Sports
KXSERIEAGAME	Serie A Game	Sports
KXOKSTCOACH	Oklahoma State Next Coach	Sports
KXALPHAARENALEV	Max Leverage	Sports
KXNBA4QWINNER	NBA 4th Quarter Winner	Sports
KXEWCRSS	Rainbow Six at 2025 Esports World Cup	Sports
KXDIMAYORGAME	Liga DIMAYOR Game	Sports
KXWTASERENA	Serena Williams WTA	Sports
KXEWCEASPORTSFC	EA SPORTS FC 25 at 2025 Esports World Cup WINNER	Sports
KXF1QUALIFY	Formula 1 Qualify	Sports
KXRANKLISTFFRB	TOP FANTASY FOOTBALL RB	Sports
KXNFLCPOTY	AP Pro Football Comeback Player of the Year	Sports
KXECULP	Ecuador Liga Pro	Sports
KXCOACHOUTAUB	HUGH FREEZE OUT 2026	Sports
KXNBAFINMVP	Pro Basketball Finals MVP	Sports
KXNCAAMBSOCON	Southern Conference Tournament	Sports
KXNBACELEBRITY3PT	NBA Celebrity 3PT Contest	Sports
KXNATHANSHD	Nathan's Hot Dog Eating Contest winner?	Sports
KXWO-ALPSKI	Winter Olympics Alpine Skiing	Sports
KXCS2QUALIFIERS	CS2 Qualifier	Sports
KXLEADERMLBTRIPLES	MLB Triples Leader	Sports
KXNCAAPLAYOFF	College Football Playoff Qualifiers	Sports
KXPREMIERLEAGUE	PREMIER LEAGUE	Sports
KXNCAALAXFINAL	College Lacrosse National Championship	Sports
KXSINQUEFIELDCHESS	CHESS SINQUEFIELD	Sports
